employId,studentId,companyName,position,salary,startDate,endDate,nationality,destination
E655159,S265457,Hitachi,GameDeveloper,58178,2018-05-05,2025-06-28,Côted'Ivoire,1
E445225,S671217,HSBC,RetailSalesAssociate,88695,2020-10-08,2023-04-05,Haiti,1
E94490,S35512,Adidas,DataAnalyst,42159,2021-10-09,2024-04-01,Bulgaria,2
E86469,S409101,UniversityofMichigan,Firefighter,54500,2021-01-07,2024-04-23,Comoros,0
E189583,S574240,Canon,DigitalMarketer,46050,2018-07-13,2024-09-08,Cambodia,1
E432951,S106897,Airbus,MarketingManager,70707,2021-04-22,2025-02-28,Eritrea,2
E379167,S650018,UniversityofCaliforniaLosAngeles(UCLA),DataScientist,43317,2021-09-16,2024-04-26,BurkinaFaso,1
E172866,S327806,Philips,FlightAttendant,54969,2018-09-25,2024-01-08,Congo(DemocraticRepublic),1
E825241,S887383,UniversityofMichigan,Musician,73796,2021-03-06,2025-06-13,Ethiopia,0
E222448,S37951,SAP,Musician,73953,2020-12-20,2025-04-08,Ethiopia,1
E11367,S818500,IKEA,Cleaner,35578,2022-09-08,2025-10-31,Bhutan,2
E541519,S49861,McGillUniversity,FilmDirector,51656,2020-04-27,2024-04-16,China,2
E296625,S200682,Coca-Cola,FreelanceWriter,57030,2022-05-02,2024-08-26,CostaRica,0
E650803,S638211,Mercedes-Benz,FreelanceWriter,56625,2019-07-24,2025-03-18,CostaRica,0
E514476,S222254,L'Oréal,IndustrialDesigner,61717,2021-07-10,2023-05-03,Czechia,0
E944216,S594284,NorthwesternUniversity,Mechanic,72418,2022-08-02,2023-10-21,Estonia,2
E550561,S570674,HSBC,PhysicalTherapist,81441,2018-07-03,2023-02-28,Germany,1
E309348,S87639,PepsiCo,Dietitian/Nutritionist,45310,2022-02-09,2025-12-24,CaboVerde,1
E332800,S516647,Nike,Photographer,79819,2019-09-10,2025-05-19,Georgia,0
E134458,S184395,LG,PoliceOfficer,84094,2021-03-26,2023-12-01,Grenada,0
E204068,S830670,Siemens,Microbiologist,73453,2019-02-28,2023-05-20,Eswatini,1
E494121,S983267,Hyundai,Pilot,81760,2020-12-05,2023-10-30,Ghana,2
E422616,S15098,Siemens,Firefighter,54480,2021-08-09,2024-03-06,Comoros,1
E911322,S5948,UniversityofGlasgow,Mechanic,72066,2022-08-29,2023-08-19,Estonia,1
E34726,S216962,HSBC,Pilot,81919,2020-01-30,2024-05-26,Ghana,1
E197952,S670073,Audi,FlightAttendant,54873,2022-11-15,2023-06-10,Congo(DemocraticRepublic),2
E34954,S223833,UniversityofSouthernCalifornia(USC),Farmer,50609,2020-06-07,2024-09-16,Chile,1
E617160,S991902,Nike,Firefighter,54527,2020-03-08,2024-01-12,Comoros,0
E440594,S96163,Tencent,Librarian,68023,2020-09-28,2023-07-21,Egypt,2
E337257,S431416,Huawei,Pharmacist,79473,2020-05-15,2025-05-07,Gambia,1
E112311,S578151,Airbus,FinancialAdvisor,52980,2018-03-20,2023-05-13,Colombia,2
E349769,S867481,Airbus,ResearchScientist,88385,2020-07-16,2024-12-08,Guyana,2
E573555,S44779,Coca-Cola,Doctor/Physician,46680,2022-08-03,2023-09-04,Cameroon,0
E512308,S943725,UniversityofWarwick,EventPlanner,50513,2018-09-12,2023-08-02,Chad,0
E666761,S511412,Nike,CustomerServiceRepresentative,41187,2020-06-29,2024-03-15,Brunei,0
E647258,S539528,Nike,EventPlanner,49827,2021-07-26,2024-08-09,Chad,0
E329314,S585792,Novartis,Firefighter,54607,2018-08-13,2024-01-29,Comoros,0
E917770,S573718,Boeing,FinancialAdvisor,53582,2021-04-07,2024-08-20,Colombia,0
E740808,S524279,IKEA,LawEnforcementOfficer,67438,2020-08-17,2025-05-20,Ecuador,2
E849178,S379502,UniversityofIllinoisUrbana-Champaign,Doctor/Physician,46606,2019-01-25,2025-10-18,Cameroon,1
E424020,S5181,UniversityofIllinoisUrbana-Champaign,DataAnalyst,41833,2022-09-13,2024-07-16,Bulgaria,1
E507478,S616909,Audi,FlightAttendant,55260,2018-08-31,2025-01-19,Congo(DemocraticRepublic),2
E844579,S914491,Intel,Photographer,80227,2022-12-29,2024-04-05,Georgia,2
E890554,S481084,Hyundai,Dietitian/Nutritionist,45248,2019-04-07,2023-10-16,CaboVerde,2
E814629,S448302,Panasonic,ConstructionWorker,38549,2019-07-24,2023-10-05,BosniaandHerzegovina,0
E463527,S439654,Mercedes-Benz,IndustrialDesigner,62205,2022-01-17,2024-11-02,Czechia,0
E287999,S879359,Adidas,ITSupportSpecialist,62656,2021-11-23,2025-01-11,Denmark,2
E58477,S981762,CornellUniversity,ITSupportSpecialist,63207,2018-07-21,2023-09-05,Denmark,1
E272384,S507155,UniversityofGlasgow,Mechanic,71691,2018-04-14,2025-05-19,Estonia,1
E589999,S470688,JohnsHopkinsUniversity,FreelanceWriter,56911,2018-11-27,2025-09-10,CostaRica,2
E957508,S217998,LG,CustomerServiceRepresentative,40790,2022-08-15,2023-02-16,Brunei,0
E291245,S114092,IKEA,LawEnforcementOfficer,67420,2021-02-11,2025-06-29,Ecuador,2
E923065,S849737,JohnsHopkinsUniversity,DataAnalyst,42532,2021-10-16,2024-11-25,Bulgaria,2
E467269,S615010,Barclays,EventPlanner,50203,2019-08-06,2025-04-05,Chad,0
E326061,S101681,L'Oréal,DroneOperator,48020,2022-12-06,2025-06-29,Canada,0
E301948,S747385,IKEA,EventPlanner,49809,2020-01-13,2024-12-18,Chad,2
E700013,S251457,Siemens,Pharmacist,79395,2019-01-20,2023-11-22,Gambia,1
E92998,S849791,UniversityofTexasatAustin,Electrician,48902,2021-01-04,2025-03-24,CentralAfricanRepublic,0
E819390,S344654,Mitsubishi,RetailSalesAssociate,88850,2020-10-15,2023-02-18,Haiti,2
E619903,S847696,DukeUniversity,LawEnforcementOfficer,67044,2022-03-19,2023-01-02,Ecuador,1
E165743,S416896,OnyxMarineSolutions,LabTechnician,64943,2021-10-05,2025-04-15,Dominica,1
E327245,S403511,UniversityofSouthernCalifornia(USC),FreelanceWriter,56850,2021-03-11,2024-05-21,CostaRica,1
E438074,S293756,UniversityofPennsylvania,DataScientist,43266,2021-11-02,2025-08-31,BurkinaFaso,0
E109983,S205823,UniversityofMichigan,Firefighter,53902,2018-08-11,2023-05-03,Comoros,0
E589067,S935537,Barclays,Dentist,44089,2020-02-20,2024-04-24,Burundi,0
E308035,S419201,Vodafone,HRManager,60327,2018-10-14,2024-05-05,Cuba,0
E477972,S418342,Coca-Cola,MarketingManager,70957,2020-07-27,2025-04-10,Eritrea,0
E546933,S803370,UniversityofMichigan,Electrician,48605,2018-09-18,2024-04-22,CentralAfricanRepublic,0
E296234,S997506,UniversityofVirginia,FinancialAdvisor,52773,2019-05-14,2024-08-25,Colombia,1
E671006,S521843,Vodafone,Electrician,49334,2021-02-05,2024-08-22,CentralAfricanRepublic,0
E340913,S330407,Santander,Firefighter,53725,2022-06-05,2025-07-10,Comoros,1
E115736,S61048,GeorgiaInstituteofTechnology,DataAnalyst,42562,2019-11-11,2024-11-07,Bulgaria,2
E440586,S676355,UniversityofPennsylvania,Pharmacist,79391,2021-09-06,2024-07-21,Gambia,0
E349426,S565152,Santander,PoliceOfficer,84276,2022-05-19,2024-05-24,Grenada,1
E715824,S803206,UniversityofWarwick,Nurse,74808,2019-02-05,2024-03-02,Fiji,0
E536521,S826287,UniversityofIllinoisUrbana-Champaign,Dentist,44346,2021-02-28,2024-01-27,Burundi,1
E351822,S145114,Airbus,Journalist,64461,2021-02-26,2023-01-10,Djibouti,2
E763412,S185201,Nike,IndustrialDesigner,61627,2021-03-25,2023-04-28,Czechia,0
E189653,S623957,Toshiba,GameDeveloper,57816,2018-12-28,2024-01-10,Côted'Ivoire,0
E956830,S698319,Philips,FlightAttendant,54854,2020-01-01,2023-10-23,Congo(DemocraticRepublic),1
E686630,S10731,BostonUniversity,OperationsManager,77215,2021-10-13,2024-08-31,France,2
E824700,S534031,Airbus,MarketingManager,71524,2021-01-12,2024-11-07,Eritrea,2
E350253,S719368,DHL,DataScientist,43138,2018-09-11,2025-07-06,BurkinaFaso,1
E9818,S941878,Hitachi,CivilEngineer,35246,2020-09-16,2024-04-23,Benin,1
E17941,S626163,JohnsHopkinsUniversity,Pharmacist,78740,2022-06-12,2023-11-23,Gambia,2
E218972,S411579,UniversityofPennsylvania,MarketingManager,70817,2020-05-30,2023-06-29,Eritrea,0
E614655,S985548,Siemens,Firefighter,54066,2019-09-23,2025-02-12,Comoros,1
E64097,S958254,Accenture,FinancialAdvisor,52891,2018-06-12,2025-11-30,Colombia,2
E91443,S762150,HSBC,IndustrialDesigner,61933,2019-05-23,2025-05-18,Czechia,1
E876624,S640856,Lenovo,GameDeveloper,57632,2022-07-04,2025-09-02,Côted'Ivoire,1
E568624,S503200,Santander,IndustrialDesigner,61661,2018-04-19,2024-02-04,Czechia,1
E172226,S842057,UniversityofIllinoisUrbana-Champaign,Journalist,64338,2021-08-29,2024-02-19,Djibouti,1
E198125,S431175,UniversityofBritishColumbia(UBC),Doctor/Physician,47382,2021-07-22,2025-01-23,Cameroon,1
E174329,S875174,Sony,Librarian,67814,2021-09-07,2025-03-05,Egypt,0
E104736,S478999,Canon,LogisticsManager,69001,2019-11-12,2023-02-01,ElSalvador,1
E767129,S815425,Pfizer,RealEstateAgent,87602,2020-05-19,2025-03-14,Guinea-Bissau,2
E311418,S42424,JohnsHopkinsUniversity,Microbiologist,72766,2019-11-03,2023-06-04,Eswatini,2
E842912,S777745,UniversityofWarwick,MachineOperator,69975,2020-10-27,2024-05-07,EquatorialGuinea,0
E713505,S226469,Mercedes-Benz,GraphicDesigner,59469,2019-02-10,2025-07-04,Croatia,0
E852164,S907618,Nike,ResearchScientist,88062,2021-05-25,2023-10-22,Guyana,0
E911909,S349807,Vodafone,Musician,74522,2019-07-17,2023-10-01,Ethiopia,0
E76697,S532778,Toshiba,LabTechnician,65234,2020-11-19,2025-07-30,Dominica,0
E313948,S96163,Tencent,Librarian,68023,2019-08-27,2023-01-09,Egypt,2
E376389,S718224,Santander,Journalist,64623,2019-06-21,2023-07-17,Djibouti,1
E181271,S372927,Sony,OperationsManager,76802,2021-05-24,2025-10-31,France,0
E540905,S816607,UniversityofWisconsin-Madison,FlightAttendant,55400,2022-08-08,2025-09-03,Congo(DemocraticRepublic),2
E21282,S722878,PepsiCo,PhysicalTherapist,81270,2019-11-06,2025-03-03,Germany,1
E835976,S303490,Samsung,RoboticsEngineer,90271,2019-12-01,2024-02-04,Honduras,2
E518105,S831457,Intel,PoliceOfficer,83703,2019-02-10,2023-04-27,Grenada,2
E575468,S693111,Canon,Microbiologist,73040,2022-02-28,2023-10-28,Eswatini,1
E992315,S893213,Panasonic,ITSupportSpecialist,63238,2021-10-05,2023-07-01,Denmark,0
E948298,S718224,Santander,Journalist,64623,2018-08-12,2024-03-22,Djibouti,1
E669357,S131661,HSBC,Microbiologist,72968,2020-01-22,2023-10-06,Eswatini,1
E121673,S786329,UniversityofSouthernCalifornia(USC),DigitalMarketer,45910,2018-10-31,2025-03-04,Cambodia,1
E612530,S732847,Intel,ClinicalPsychologist,36981,2020-12-05,2023-08-18,Bolivia,2
E507817,S517821,Siemens,FilmDirector,51758,2021-06-15,2025-09-16,China,2
E10358,S141067,Mitsubishi,LogisticsManager,68783,2021-02-18,2024-10-25,ElSalvador,2
E996768,S176266,UniversityofWashington,DroneOperator,47936,2021-04-04,2023-03-16,Canada,2
E443173,S796186,UniversityofCaliforniaLosAngeles(UCLA),Dentist,44476,2020-01-12,2024-01-04,Burundi,1
E546659,S193737,Nissan,IndustrialDesigner,61764,2021-07-09,2023-02-19,Czechia,1
E342760,S924610,JohnsHopkinsUniversity,ITSupportSpecialist,63008,2022-01-17,2025-10-12,Denmark,2
E149414,S345222,L'Oréal,MarketingManager,71624,2018-03-17,2025-08-10,Eritrea,0
E362890,S883602,Hitachi,Farmer,51270,2021-07-10,2024-06-27,Chile,1
E380281,S483057,EchelonDynamics,FreelanceWriter,57428,2019-09-03,2024-02-13,CostaRica,0
E737913,S975407,DukeUniversity,Mechanic,71846,2018-01-06,2023-02-19,Estonia,1
E688232,S223398,Sony,FlightAttendant,55212,2018-08-09,2023-08-10,Congo(DemocraticRepublic),0
E562780,S796932,Accenture,Photographer,80641,2021-05-02,2025-12-29,Georgia,2
E105027,S566005,Novartis,MachineOperator,70500,2019-09-07,2025-03-25,EquatorialGuinea,0
E53062,S947763,Siemens,FilmDirector,51894,2022-01-21,2025-08-23,China,2
E831555,S644347,LG,FilmDirector,52064,2018-05-06,2024-09-11,China,0
E272185,S85367,NewYorkUniversity(NYU),Plumber,83347,2021-06-23,2023-10-01,Greece,0
E365190,S468933,Accenture,DigitalMarketer,46507,2021-07-04,2024-02-08,Cambodia,2
E677536,S349468,Santander,ITSupportSpecialist,63224,2020-10-11,2024-10-02,Denmark,1
E901897,S451783,Toshiba,Doctor/Physician,47404,2018-12-11,2025-06-21,Cameroon,0
E784271,S519217,UniversityofGlasgow,Nurse,74877,2019-12-04,2023-07-15,Fiji,1
E436132,S704655,NewYorkUniversity(NYU),Journalist,64494,2018-08-11,2024-02-18,Djibouti,0
E800108,S297900,IKEA,Pharmacist,79471,2022-06-14,2025-02-04,Gambia,2
E189806,S880804,Alibaba,LogisticsManager,68777,2020-06-28,2025-02-16,ElSalvador,2
E398863,S493413,UniversityofNorthCarolinaatChapelHill,HVACTechnician,61453,2019-12-19,2025-06-21,Cyprus,0
E287529,S857238,Accenture,Photographer,79688,2018-03-01,2023-11-17,Georgia,2
E508353,S264523,IKEA,DataScientist,43309,2022-03-04,2023-03-17,BurkinaFaso,2
E354123,S296624,HSBC,LawEnforcementOfficer,67636,2019-10-12,2023-07-30,Ecuador,1
E461465,S678734,CarnegieMellonUniversity,Florist,56527,2020-08-03,2025-01-01,Congo(Republic),0
E197881,S948565,NorthwesternUniversity,Journalist,63957,2022-01-27,2023-03-09,Djibouti,2
E718890,S44590,Boeing,DataScientist,43028,2022-06-21,2024-08-02,BurkinaFaso,0
E909056,S303469,CornellUniversity,DataAnalyst,42120,2019-05-08,2023-04-16,Bulgaria,1
E946923,S70556,Barclays,ConstructionWorker,37837,2019-07-21,2023-02-22,BosniaandHerzegovina,0
E30496,S467757,NewYorkUniversity(NYU),GameDeveloper,58230,2022-10-11,2023-02-26,Côted'Ivoire,0
E326668,S903602,UniversityofPennsylvania,FilmDirector,51610,2018-09-10,2025-09-20,China,0
E939701,S947500,UniversityofSouthernCalifornia(USC),Electrician,48718,2022-04-27,2023-06-01,CentralAfricanRepublic,1
E346444,S59498,BYD,Landscaper,66570,2022-04-19,2024-04-18,DominicanRepublic,1
E292298,S887499,BostonUniversity,LawEnforcementOfficer,67213,2019-08-29,2023-06-27,Ecuador,2
E897845,S193909,BMW,Mechanic,72266,2022-05-03,2023-06-12,Estonia,1
E421456,S107986,Nissan,HRManager,60081,2022-11-06,2025-08-12,Cuba,1
E953266,S196831,HSBC,MachineOperator,70575,2019-09-26,2024-05-30,EquatorialGuinea,1
E805748,S906293,GeorgiaInstituteofTechnology,Microbiologist,73388,2020-09-25,2025-01-06,Eswatini,2
E320396,S337856,Panasonic,DroneOperator,47732,2022-03-07,2023-12-10,Canada,0
E912588,S552854,Airbus,PoliticalScientist,85424,2022-09-11,2023-08-17,Guatemala,2
E715739,S773315,HSBC,Nurse,75454,2019-12-06,2024-06-05,Fiji,1
E148798,S9696,Nike,ContentCreator,39064,2021-04-29,2024-10-19,Botswana,0
E574872,S139616,DukeUniversity,FilmDirector,51845,2019-04-27,2024-05-10,China,1
E856445,S431420,Audi,LabTechnician,65135,2021-11-11,2023-12-11,Dominica,2
E123888,S918665,CarnegieMellonUniversity,Journalist,63772,2021-02-21,2024-06-21,Djibouti,0
E803166,S320203,UniversityofPennsylvania,Farmer,50898,2021-08-14,2023-11-18,Chile,0
E445392,S423968,Siemens,DroneOperator,47779,2021-08-13,2024-05-23,Canada,1
E689492,S335539,Accenture,Journalist,64215,2018-07-26,2025-03-20,Djibouti,2
E271602,S731498,LG,ITSupportSpecialist,63366,2019-07-22,2025-06-05,Denmark,0
E879644,S505436,Siemens,Farmer,50778,2021-03-01,2024-09-07,Chile,1
E924828,S532953,Nissan,Mechanic,72417,2022-10-18,2025-09-02,Estonia,1
E400125,S899136,LG,MarketingManager,71044,2020-02-15,2024-06-24,Eritrea,0
E393881,S422042,Panasonic,ConstructionWorker,37924,2022-07-15,2024-06-17,BosniaandHerzegovina,0
E388686,S272523,Santander,FreelanceWriter,57121,2020-11-26,2025-07-16,CostaRica,1
E310178,S463838,Vodafone,ChemicalEngineer,33607,2021-06-07,2023-01-04,Belize,0
E434878,S539929,PepsiCo,Landscaper,65840,2018-11-24,2025-05-01,DominicanRepublic,1
E201545,S686019,GeorgiaInstituteofTechnology,EventPlanner,49909,2020-08-23,2023-09-26,Chad,2
E903969,S826114,Samsung,RoboticsEngineer,90557,2021-07-13,2023-02-19,Honduras,2
E532663,S469612,UniversityofSouthernCalifornia(USC),Farmer,51261,2022-09-03,2024-02-16,Chile,1
E480433,S726066,Nike,DataScientist,43283,2022-01-08,2025-08-07,BurkinaFaso,0
E549008,S470895,Santander,GameDeveloper,58005,2020-11-17,2023-07-17,Côted'Ivoire,1
E552822,S248391,Barclays,Musician,73865,2022-01-01,2023-08-10,Ethiopia,0
E534589,S475783,CarnegieMellonUniversity,ITSupportSpecialist,63473,2020-07-16,2025-11-23,Denmark,0
E395181,S946841,DHL,Musician,74492,2021-10-27,2023-06-16,Ethiopia,1
E356894,S357015,Pfizer,DataScientist,43430,2022-02-03,2023-02-02,BurkinaFaso,2
E953664,S2324,Novartis,MachineOperator,70460,2021-02-27,2023-01-06,EquatorialGuinea,0
E771250,S84401,UniversityofWashington,DroneOperator,47996,2020-01-29,2023-06-28,Canada,2
E23153,S176863,Pfizer,RetailSalesAssociate,88857,2022-08-28,2024-09-28,Haiti,2
E924417,S488361,Intel,ChemicalEngineer,33801,2020-10-05,2024-09-30,Belize,2
E887240,S803370,UniversityofMichigan,Electrician,48605,2022-05-10,2024-11-08,CentralAfricanRepublic,0
E659932,S231572,Santander,HRManager,60039,2021-03-19,2023-07-27,Cuba,1
E709757,S3105,UniversityofCaliforniaLosAngeles(UCLA),Firefighter,53683,2018-11-04,2023-08-20,Comoros,1
E99755,S440346,Coca-Cola,ConstructionWorker,37585,2021-05-24,2024-04-19,BosniaandHerzegovina,0
E165483,S825808,LG,FinancialAdvisor,52891,2021-07-28,2023-05-22,Colombia,0
E317076,S787279,UniversityofMichigan,PhysicalTherapist,81067,2018-11-02,2025-07-07,Germany,0
E398950,S714101,Hitachi,FlightAttendant,54657,2020-01-01,2025-08-01,Congo(DemocraticRepublic),1
E643867,S945673,Intel,FreelanceWriter,56656,2020-12-26,2025-03-04,CostaRica,2
E933333,S870311,Vodafone,FreelanceWriter,57459,2020-06-12,2024-04-07,CostaRica,0
E754513,S406831,Airbus,PhysicalTherapist,81618,2018-10-04,2025-05-31,Germany,2
E7423,S862147,Airbus,FilmDirector,51981,2019-04-07,2023-12-30,China,2
E362834,S649824,Mercedes-Benz,Librarian,68553,2021-08-06,2024-06-05,Egypt,0
E524176,S632425,Santander,Librarian,68499,2020-04-22,2024-08-08,Egypt,1
E639949,S349380,Philips,EventPlanner,49656,2020-04-18,2025-08-10,Chad,1
E593032,S337125,Hyundai,IndustrialDesigner,62152,2020-02-18,2024-09-03,Czechia,2
E482923,S541812,UniversityofWashington,DigitalMarketer,46011,2021-04-14,2023-06-06,Cambodia,2
E74681,S930025,CornellUniversity,ProjectManager,85934,2021-12-21,2023-05-13,Guinea,1
E19523,S332020,UniversityofPennsylvania,Journalist,64259,2018-08-13,2023-08-15,Djibouti,0
E174623,S336391,UniversityofManchester,Microbiologist,72751,2022-02-16,2025-09-10,Eswatini,2
E356821,S358716,LG,Journalist,63902,2018-03-10,2025-07-29,Djibouti,0
E800089,S720691,Siemens,Firefighter,53826,2019-04-06,2025-03-29,Comoros,1
E528193,S338419,UniversityofManchester,LogisticsManager,69041,2018-09-20,2025-09-20,ElSalvador,2
E412579,S962872,Audi,ContentCreator,39514,2021-07-26,2024-07-20,Botswana,2
E969197,S607157,Siemens,Mechanic,71687,2021-04-12,2025-09-09,Estonia,1
E74440,S281399,Siemens,OccupationalTherapist,75868,2021-04-17,2024-08-24,Finland,0
E514509,S110831,EchelonDynamics,HRManager,59758,2019-01-12,2024-04-17,Cuba,0
E271045,S940179,L'Oréal,Nurse,74797,2018-09-19,2025-01-16,Fiji,0
E912498,S679632,Mercedes-Benz,Florist,56385,2022-03-21,2024-07-01,Congo(Republic),0
E890292,S251497,UniversityofVirginia,HVACTechnician,61118,2020-06-25,2025-07-13,Cyprus,1
E616456,S728037,UniversityofCaliforniaLosAngeles(UCLA),FilmDirector,52290,2021-06-30,2024-03-28,China,1
E570702,S545381,Sony,MachineOperator,69898,2021-11-27,2024-02-09,EquatorialGuinea,2
E398031,S532447,Accenture,MarketingManager,70798,2018-07-11,2023-09-20,Eritrea,2
E827816,S879384,Barclays,Microbiologist,73641,2021-10-04,2024-11-19,Eswatini,0
E178998,S749296,Siemens,Nurse,74967,2021-05-28,2025-06-29,Fiji,1
E4439,S741351,AstralinkRobotics,Paramedic,78268,2019-11-30,2024-12-24,Gabon,0
E29386,S395427,Audi,DigitalMarketer,46337,2022-03-02,2024-05-27,Cambodia,2
E576046,S157890,Panasonic,Cleaner,36468,2022-06-16,2025-10-05,Bhutan,0
E946133,S90067,Pfizer,LabTechnician,65539,2018-03-03,2024-09-28,Dominica,2
E919012,S198622,UniversityofVirginia,Plumber,83030,2022-02-01,2024-08-13,Greece,1
E983273,S75987,Airbus,PoliticalScientist,85545,2019-08-07,2023-05-08,Guatemala,2
E933455,S148591,Accenture,DroneOperator,47634,2022-01-14,2023-11-16,Canada,2
E57740,S982373,CornellUniversity,EventPlanner,49685,2022-01-09,2024-02-02,Chad,1
E951812,S871245,Panasonic,SpeechTherapist,96610,2022-05-07,2025-05-26,Iraq,0
E799894,S166423,BostonUniversity,ConstructionWorker,37875,2018-04-09,2025-10-07,BosniaandHerzegovina,2
E791848,S231092,Accenture,DataAnalyst,41955,2018-04-02,2024-06-18,Bulgaria,2
E829031,S562900,Xiaomi,Journalist,63815,2020-11-03,2024-07-22,Djibouti,0
E840803,S58657,UniversityofCaliforniaLosAngeles(UCLA),DroneOperator,47812,2018-10-08,2025-09-27,Canada,1
E732411,S980164,Siemens,Photographer,79784,2018-02-23,2023-06-17,Georgia,1
E405154,S479829,Hyundai,Farmer,50969,2019-11-15,2023-08-13,Chile,2
E870063,S937640,CornellUniversity,ITSupportSpecialist,63581,2022-11-16,2025-02-06,Denmark,1
E162572,S139379,IKEA,LogisticsManager,69416,2019-08-23,2023-01-27,ElSalvador,2
E385306,S468497,Accenture,Firefighter,53918,2019-04-01,2023-03-25,Comoros,2
E448640,S79743,Tencent,FinancialAdvisor,53609,2022-03-10,2023-02-07,Colombia,2
E214386,S828995,Philips,Pharmacist,79060,2022-10-21,2025-09-07,Gambia,1
E495096,S581733,Siemens,FreelanceWriter,57361,2022-07-08,2024-11-30,CostaRica,1
E82510,S240540,Samsung,OccupationalTherapist,75726,2018-02-20,2025-10-08,Finland,0
E407345,S87615,UniversityofWisconsin-Madison,FreelanceWriter,56739,2021-07-14,2023-04-05,CostaRica,2
E186992,S221074,Philips,Musician,73731,2019-08-01,2025-10-03,Ethiopia,1
E619323,S834043,DHL,ITSupportSpecialist,62844,2019-07-13,2024-01-02,Denmark,1
E910036,S744734,Mercedes-Benz,GraphicDesigner,58634,2021-07-09,2024-03-07,Croatia,0
E135746,S257541,UniversityofMichigan,Librarian,67677,2020-02-02,2024-08-19,Egypt,0
E936805,S757533,Samsung,Landscaper,66446,2021-12-23,2023-06-14,DominicanRepublic,0
E995559,S684201,BostonUniversity,DataScientist,43153,2018-04-04,2024-04-07,BurkinaFaso,2
E669512,S224996,DukeUniversity,Journalist,64477,2019-03-17,2024-04-30,Djibouti,1
E890713,S351500,UniversityofManchester,LawEnforcementOfficer,66643,2020-07-14,2024-07-19,Ecuador,2
E666191,S74802,Canon,CustomerServiceRepresentative,41431,2020-02-04,2025-08-30,Brunei,1
E522468,S132635,Mercedes-Benz,Photographer,80162,2022-10-08,2025-01-29,Georgia,0
E643596,S714963,Novartis,ProjectManager,86665,2018-08-11,2023-03-10,Guinea,0
E313142,S876719,Siemens,ResearchScientist,88521,2018-07-15,2025-09-19,Guyana,2
E768786,S509419,Siemens,DroneOperator,47779,2022-10-19,2024-11-01,Canada,1
E337595,S571139,UniversityofManchester,Firefighter,53793,2021-07-09,2023-12-30,Comoros,2
E575119,S322377,Novartis,CustomerServiceRepresentative,40971,2020-01-25,2023-08-14,Brunei,0
E727773,S153571,Intel,Pilot,82002,2021-05-05,2024-08-16,Ghana,2
E544228,S321128,Santander,EventPlanner,49917,2019-05-12,2024-05-21,Chad,1
E513686,S797852,Nike,FlightAttendant,54703,2019-12-04,2025-08-15,Congo(DemocraticRepublic),0
E317785,S554092,Adidas,Electrician,49199,2021-03-14,2024-09-03,CentralAfricanRepublic,2
E519531,S101263,GeorgiaInstituteofTechnology,GraphicDesigner,59459,2018-10-24,2023-05-02,Croatia,2
E651276,S651064,Philips,Copywriter,39785,2019-09-02,2024-08-15,Brazil,1
E911225,S615592,BMW,LogisticsManager,69549,2018-08-30,2025-08-20,ElSalvador,1
E457787,S963930,Nike,CustomerServiceRepresentative,41243,2021-09-03,2023-06-04,Brunei,0
E524367,S312954,Pfizer,Musician,73837,2020-03-08,2023-11-01,Ethiopia,2
E78321,S656029,ZenithPulseMedia,Musician,73776,2019-11-03,2024-05-05,Ethiopia,2
E436539,S325909,Toshiba,HVACTechnician,61316,2021-12-18,2025-03-02,Cyprus,0
E731130,S73144,L'Oréal,Mechanic,71698,2018-09-06,2025-01-20,Estonia,0
E515972,S264415,Hyundai,ITSupportSpecialist,63582,2019-04-03,2023-11-25,Denmark,2
E216444,S76755,Siemens,SocialMediaManager,92041,2019-06-05,2024-06-15,Iceland,1
E10904,S206609,Hewlett-Packard(HP),LawEnforcementOfficer,67525,2018-12-13,2024-08-31,Ecuador,2
E400259,S674201,Samsung,IndustrialDesigner,62480,2019-01-10,2025-03-02,Czechia,2
E44483,S212285,UniversityofIllinoisUrbana-Champaign,IndustrialDesigner,62106,2021-05-01,2025-06-26,Czechia,1
E174557,S767955,UniversityofCaliforniaLosAngeles(UCLA),Dentist,43657,2021-07-23,2023-05-02,Burundi,1
E926256,S757272,Siemens,DroneOperator,48124,2019-11-21,2024-01-12,Canada,2
E475352,S828652,Santander,Paramedic,78132,2021-12-10,2024-03-17,Gabon,1
E9851,S303179,Philips,Doctor/Physician,46885,2021-09-21,2023-01-02,Cameroon,1
E202982,S902488,CornellUniversity,Landscaper,65889,2018-04-06,2024-02-07,DominicanRepublic,1
E234754,S911734,PepsiCo,FlightAttendant,55302,2021-06-09,2023-08-26,Congo(DemocraticRepublic),1
E123197,S175249,Santander,Electrician,48716,2018-04-25,2024-01-22,CentralAfricanRepublic,1
E901937,S423723,Hyundai,FinancialAdvisor,53053,2021-11-13,2025-01-25,Colombia,2
E334979,S456861,LG,Microbiologist,72651,2021-12-10,2023-07-16,Eswatini,0
E55125,S959139,UniversityofPennsylvania,ITSupportSpecialist,62821,2021-08-27,2024-12-18,Denmark,0
E275166,S929894,HSBC,MarketingManager,70896,2019-05-17,2023-02-10,Eritrea,1
E209951,S845141,CarnegieMellonUniversity,HVACTechnician,61087,2018-05-20,2025-10-03,Cyprus,0
E593680,S106829,UniversityofBritishColumbia(UBC),LabTechnician,65021,2019-10-06,2025-07-18,Dominica,1
